"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Redpainter1: No one loves the military more than Donald Trump.

Example 1,567: He is golfing instead of attending the funeral of a murd",FALSE,0,NA,2017-10-21 17:52:54,FALSE,NA,"921796451960684544",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","andybrwn",79,TRUE,FALSE,NA,NA
"RT @ProudResister: Trump supporters will defend the indefensible until the end but Barack Obama, George W. Bush, John McCain, and a Gold St",FALSE,0,NA,2017-10-21 17:52:54,FALSE,NA,"921796451541319681",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DMacOttawa",1891,TRUE,FALSE,NA,NA
"@kylegriffin1 @washingtonpost So the release of these documents is all about Roger Stone and Donald Trump? I don't think so. Do you?",FALSE,0,"kylegriffin1",2017-10-21 17:52:54,FALSE,"921759240682921984","921796450777837568","32871086","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zettie_geez",0,FALSE,FALSE,NA,NA
"RT @DrDenaGrayson: THREAD: Every investor lost money on #Toronto Trump Tower. Everyone except Trump, who walked away w/MILLIONS 1/

https",FALSE,0,NA,2017-10-21 17:52:54,FALSE,NA,"921796450182316032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TbBrame",532,TRUE,FALSE,NA,NA
"RT @ddale8: Toronto Star investigation: Every investor lost money on Toronto's failed Trump Tower, except for Donald Trump. https://t.co/9J",FALSE,0,NA,2017-10-21 17:52:54,FALSE,NA,"921796449666510848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnneMerrifield1",1233,TRUE,FALSE,NA,NA
"RT @tonyposnanski: Lara Trump read a transcript that Sarah Sanders said doesnt exist about something Donald Trump denies but John Kelly sa",FALSE,0,NA,2017-10-21 17:52:54,FALSE,NA,"921796449137983488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","melodijoy",6920,TRUE,FALSE,NA,NA
"RT @Independent: Donald Trump to allow release of secret JFK assassination files https://t.co/ZyKQgj9vXU https://t.co/ewl7z8mGLC",FALSE,0,NA,2017-10-21 17:52:52,FALSE,NA,"921796442229850112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","short_straw",203,TRUE,FALSE,NA,NA
"RT @ShaunKing: My Latest.

The blatant lies of General Kelly and Donald Trump and the problem of not believing Black women. 

https://t.co/",FALSE,0,NA,2017-10-21 17:52:52,FALSE,NA,"921796441160511488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moodinale",1259,TRUE,FALSE,NA,NA
"RT @PalmerReport: Donald Trumps handpicked CIA Director Mike Pompeo is looking guilty as hell in the Russia scandal https://t.co/jb0dHQGNDW",FALSE,0,NA,2017-10-21 17:52:52,FALSE,NA,"921796440996884480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","helnfitz",258,TRUE,FALSE,NA,NA
"RT @ImChasingDreamz: my question is HOW THE FUCK did donald trump get one before Selenaaaa?! https://t.co/UjpckCr0IY",FALSE,0,NA,2017-10-21 17:52:52,FALSE,NA,"921796440791293952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsAdrianaaaa",2047,TRUE,FALSE,NA,NA
"Trump family breaks with pet tradition... https://t.co/0l5JN9ui6d",FALSE,0,NA,2017-10-21 17:52:51,FALSE,NA,"921796438371299330",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","canadaali",0,FALSE,FALSE,NA,NA
"RT @tonyposnanski: Lara Trump read a transcript that Sarah Sanders said doesnt exist about something Donald Trump denies but John Kelly sa",FALSE,0,NA,2017-10-21 17:52:51,FALSE,NA,"921796438354313216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","purplemoonluv",6920,TRUE,FALSE,NA,NA
"RT @ddale8: Toronto Star investigation: Every investor lost money on Toronto's failed Trump Tower, except for Donald Trump. https://t.co/9J",FALSE,0,NA,2017-10-21 17:52:50,FALSE,NA,"921796434789269504",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mharvey_mary",1233,TRUE,FALSE,NA,NA
"RT @PrimoPolls: If the Presidential election were held today, would you vote for Donald Trump? #Trump45",FALSE,0,NA,2017-10-21 17:52:50,FALSE,NA,"921796431513571330",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ligtstar",41,TRUE,FALSE,NA,NA
"Trump, 'King of Debt,' makes GOP fret @CNNPolitics https://t.co/XxuXTSj0IJ",FALSE,0,NA,2017-10-21 17:52:49,FALSE,NA,"921796429374459905",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MichelleT2013",0,FALSE,FALSE,NA,NA
"RT @BGHeaven: I stole your votes. I took the election illegally.  I am a fraud, a thief, a murdering warmonger. I am evil to my core. I am",FALSE,0,NA,2017-10-21 17:52:49,FALSE,NA,"921796427063455745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ajwood46",45,TRUE,FALSE,NA,NA
"RT @tonyposnanski: Lara Trump read a transcript that Sarah Sanders said doesnt exist about something Donald Trump denies but John Kelly sa",FALSE,0,NA,2017-10-21 17:52:48,FALSE,NA,"921796423624134656",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","lgrandgenett",6920,TRUE,FALSE,NA,NA
"RT @EdwardTHardy: Donald Trump claimed he met with the President of the Virgin Islands

Donald Trump is the President of the Virgin Islands",FALSE,0,NA,2017-10-21 17:52:47,FALSE,NA,"921796422470656000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kscskshirley3",6,TRUE,FALSE,NA,NA
"RT @ChrisJZullo: Donald Trump on pace to golf more in 1 year than Obama did in 8. Guess all the saber-rattling was just that, hypocrisy #sa",FALSE,0,NA,2017-10-21 17:52:47,FALSE,NA,"921796420608319489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VotemOut2018",390,TRUE,FALSE,NA,NA
"RT @ddale8: Toronto's Trump building was the only major Toronto condo project of 400 in the last decade to go bankrupt: https://t.co/SOU26z",FALSE,0,NA,2017-10-21 17:52:46,FALSE,NA,"921796416988626944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","knox_hughes",781,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: THREAD: Every investor lost money on #Toronto Trump Tower. Everyone except Trump, who walked away w/MILLIONS 1/

https",FALSE,0,NA,2017-10-21 17:52:46,FALSE,NA,"921796416019689472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bubbyandflapo",532,TRUE,FALSE,NA,NA
"RT @EricaGrieder: This, by @DavidAFrench, is really good: https://t.co/cVzQEW45Ev",FALSE,0,NA,2017-10-21 17:52:46,FALSE,NA,"921796415206158341",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MatthewCronin9",25,TRUE,FALSE,NA,NA
"RT @jdice03: I have nothing to do with Russia.
     - Donald Trump  (May 11th, 2017) https://t.co/3Jmc3Kawu0",FALSE,0,NA,2017-10-21 17:52:45,FALSE,NA,"921796411963961344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cottage_orchard",55,TRUE,FALSE,NA,NA
"RT @CNN: President Trump is breaking with tradition on a more personal matter: keeping a pet at the White House https://t.co/jCxmZ51Mxf htt",FALSE,0,NA,2017-10-21 17:52:45,FALSE,NA,"921796411364139013",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Berlidge",53,TRUE,FALSE,NA,NA
"Firefights and blowback: Trumps week of military misadventures https://t.co/ZTzjQ11NCO",FALSE,0,NA,2017-10-21 17:52:45,FALSE,NA,"921796410852433920",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","jsolkoff",0,FALSE,FALSE,NA,NA
"@melaniesgore @DcDeplorable This is the @MittRomney ""Donald Trump is a fraud"" part 2....cuz part 1 worked out so well for them! ",FALSE,0,"melaniesgore",2017-10-21 17:52:45,FALSE,"921794973892317184","921796410306998273","15931176","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tensharp66",0,FALSE,FALSE,NA,NA
"RT @lauferlaw: Wrong.  Without Russian Active Measures, thered be no President Donald Trump. https://t.co/97bITcvn7s",FALSE,0,NA,2017-10-21 17:52:44,FALSE,NA,"921796409254391809",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ThomasJefUnit99",116,TRUE,FALSE,NA,NA
"RT @RWPUSA: We ignore the 25th amendment at our peril.

Doctors are terrified of Donald Trump's ability to start nuclear war https://t.co/q",FALSE,0,NA,2017-10-21 17:52:44,FALSE,NA,"921796408348463104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MoniqueLoyalty",3438,TRUE,FALSE,NA,NA
"RT @joel_capizzi: ""Follow the money"" to truly determine if Josh Hawley MO is an outsider or an establishment minion. One such donor, Multim",FALSE,0,NA,2017-10-21 17:52:44,FALSE,NA,"921796407840800768",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","papadeero",3,TRUE,FALSE,NA,NA
"RT @scjessey: Lara Trump lied. John Kelly lied. Donald Trump lied. Sarah Huckabee Sanders lied.

Another day in Trump's America.",FALSE,0,NA,2017-10-21 17:52:44,FALSE,NA,"921796406037368832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fsouth",2839,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: THREAD: Every investor lost money on #Toronto Trump Tower. Everyone except Trump, who walked away w/MILLIONS 1/

https",FALSE,0,NA,2017-10-21 17:52:43,FALSE,NA,"921796405819265025",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","kpeters4130",532,TRUE,FALSE,NA,NA
"RT @TheDailyShow: ICYMI: Donald Trump demonstrates his unique ability to conjure scandal out of thin air. https://t.co/ueRBaze9Py",FALSE,0,NA,2017-10-21 17:52:43,FALSE,NA,"921796403021647872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","matthewgirard",297,TRUE,FALSE,NA,NA
"RT @tonyposnanski: Lara Trump read a transcript that Sarah Sanders said doesnt exist about something Donald Trump denies but John Kelly sa",FALSE,0,NA,2017-10-21 17:52:43,FALSE,NA,"921796402581090304",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SuzukiMartinez",6920,TRUE,FALSE,NA,NA
"hey #moron... you con-artist, lying piece of #EltoroPooPoo... https://t.co/NJpXSw4lAm #ImpeachTrump #Resist https://t.co/qgfREek92x",FALSE,0,NA,2017-10-21 17:52:42,FALSE,NA,"921796401444429824",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CommonSenseSoc",0,FALSE,FALSE,NA,NA
"RT @sjredmond: #saturdaymorning Trump breaks with pet tradition. Maybe its because the SPCA would sue for cruelty to animals.
https://t.co",FALSE,0,NA,2017-10-21 17:52:42,FALSE,NA,"921796400299499520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sddphoto",36,TRUE,FALSE,NA,NA
"RT @AC360: Senate investigators spoke with several Russians present at the 2016 Trump Tower meeting with Donald Trump Jr. https://t.co/RFry",FALSE,0,NA,2017-10-21 17:52:42,FALSE,NA,"921796400207269888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carlsl",267,TRUE,FALSE,NA,NA
"Trump films message for relief concert https://t.co/9X9OhJGgJV via JusSwaggTV #JusSoYouKnow",FALSE,0,NA,2017-10-21 17:52:42,FALSE,NA,"921796400102432769",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","iDJswagg",0,FALSE,FALSE,NA,NA
"Donald Trump wont get assassinated because he the champion of white people and its only white people who shoot presidents",FALSE,0,NA,2017-10-21 17:52:42,FALSE,NA,"921796399934595072",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","WasTalCo",0,FALSE,FALSE,NA,NA
"RT @Redpainter1: What would you give up for a FULL YEAR if it meant Donald Trump and his entire family went to prison for the rest of their",FALSE,0,NA,2017-10-21 17:52:42,FALSE,NA,"921796399037116416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PalomaStovall",5,TRUE,FALSE,NA,NA
"RT @people: Kerry Washington Slams Donald Trump in Fiery Acceptance Speech: 'We Are Living Through a Horrific Dream' https://t.co/mG8XKheuZ5",FALSE,0,NA,2017-10-21 17:52:41,FALSE,NA,"921796396918992897",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","cather1614",25,TRUE,FALSE,NA,NA
"RT @WhiteHouse: President Trump is fighting for higher wages for hardworking Americans: https://t.co/uwyZjfdGFc",FALSE,0,NA,2017-10-21 17:52:41,FALSE,NA,"921796396671520768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SeanThreks",663,TRUE,FALSE,NA,NA
"RT @ColMorrisDavis: .@realDonaldTrump spends a 74th day on a golf course improving the lives of working class dolts that voted for him. htt",FALSE,0,NA,2017-10-21 17:52:41,FALSE,NA,"921796395392217093",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TinaMWJ",187,TRUE,FALSE,NA,NA
